date,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,tourist_arrivals,usd_lkr_rate,arrivals_lag1,arrivals_lag7,arrivals_rolling7,month,day_of_week
2025-09-02,1.05,26.25,28.02,24.82,5414,301.3,5278.0,4250.0,4677.142857142857,9,1
2025-09-03,0.92,26.39,28.4,24.94,4796,301.46,5414.0,3946.0,4843.428571428572,9,2
2025-09-04,0.45,26.58,29.04,24.98,5940,301.56,4796.0,4369.0,4964.857142857143,9,3
2025-09-05,0.13,26.4,28.47,24.78,5596,301.31,5940.0,4150.0,5189.285714285715,9,4
2025-09-06,0.1,26.61,28.82,24.8,5222,301.31,5596.0,5022.0,5395.857142857143,9,5
2025-09-07,0.18,26.91,29.05,25.44,5249,301.31,5222.0,5725.0,5424.428571428572,9,6
2025-09-08,3.7,26.54,28.29,25.21,4936,301.12,5249.0,5278.0,5356.428571428572,9,0
2025-09-09,10.55,26.53,28.33,25.37,5098,301.18,4936.0,5414.0,5307.571428571428,9,1
2025-09-10,7.1,26.58,28.69,25.33,4716,301.54,5098.0,4796.0,5262.428571428572,9,2
2025-09-11,6.77,26.54,28.21,25.14,5495,301.73,4716.0,5940.0,5251.0,9,3
2025-09-12,1.51,26.85,29.1,25.39,6080,301.12,5495.0,5596.0,5187.428571428572,9,4
2025-09-13,1.15,26.93,29.15,25.28,5953,301.12,6080.0,5222.0,5256.571428571428,9,5
2025-09-14,0.66,26.73,28.73,25.28,5585,301.12,5953.0,5249.0,5361.0,9,6
2025-09-15,1.32,26.72,28.77,25.31,5029,301.11,5585.0,4936.0,5409.0,9,0
2025-09-16,4.51,26.41,27.8,25.27,5380,301.06,5029.0,5098.0,5422.285714285715,9,1
2025-09-17,9.2,26.81,28.83,25.38,4625,301.36,5380.0,4716.0,5462.571428571428,9,2
2025-09-18,28.4,26.42,27.93,25.26,5447,301.57,4625.0,5495.0,5449.571428571428,9,3
2025-09-19,8.96,26.36,27.6,25.42,5389,302.04,5447.0,6080.0,5442.714285714285,9,4
2025-09-20,3.58,26.52,28.38,25.03,5954,302.04,5389.0,5953.0,5344.0,9,5
2025-09-21,2.71,26.51,28.31,25.4,4642,302.04,5954.0,5585.0,5344.142857142857,9,6
2025-09-22,7.24,26.83,28.74,25.28,4614,301.96,4642.0,5029.0,5209.428571428572,9,0
2025-09-23,3.86,26.95,28.62,25.88,5379,301.56,4614.0,5380.0,5150.142857142857,9,1
2025-09-24,8.76,26.8,28.57,25.6,4561,302.08,5379.0,4625.0,5150.0,9,2
2025-09-25,20.55,26.29,27.62,25.1,4666,302.01,4561.0,5447.0,5140.857142857143,9,3
2025-09-26,28.74,26.03,27.71,24.99,5891,302.39,4666.0,5389.0,5029.285714285715,9,4
2025-09-27,9.77,26.61,28.38,24.94,6150,302.39,5891.0,5954.0,5101.0,9,5
2025-09-28,2.98,26.94,29.14,25.52,5588,302.39,6150.0,4642.0,5129.0,9,6
2025-09-29,0.55,26.53,28.18,25.32,4959,302.17,5588.0,4614.0,5264.142857142857,9,0
2025-09-30,1.92,26.85,28.53,25.59,5339,301.91,4959.0,5379.0,5313.428571428572,9,1
2025-10-01,0.3,26.73,28.22,25.71,6751,302.06,5339.0,4561.0,5307.714285714285,10,2
2025-10-02,0.14,26.9,28.66,25.53,6021,301.77,6751.0,4666.0,5620.571428571428,10,3
2025-10-03,1.62,26.85,28.93,25.24,6146,301.83,6021.0,5891.0,5814.142857142857,10,4
2025-10-04,15.72,26.56,28.09,25.43,5802,301.83,6146.0,6150.0,5850.571428571428,10,5
2025-10-05,15.74,26.54,28.94,24.9,4847,301.83,5802.0,5588.0,5800.857142857143,10,6
2025-10-06,3.56,26.27,28.17,24.64,4478,302.01,4847.0,4959.0,5695.0,10,0
2025-10-07,4.09,26.54,28.34,24.93,4429,301.96,4478.0,5339.0,5626.285714285715,10,1
2025-10-08,1.85,26.74,29.01,25.33,4216,302.01,4429.0,6751.0,5496.285714285715,10,2
2025-10-09,4.14,26.51,28.77,24.96,4177,302.12,4216.0,6021.0,5134.142857142857,10,3
2025-10-10,3.43,26.44,28.35,24.84,5259,302.25,4177.0,6146.0,4870.714285714285,10,4
2025-10-11,5.05,26.75,28.75,24.93,5378,302.25,5259.0,5802.0,4744.0,10,5
2025-10-12,15.14,26.99,29.77,25.09,5235,302.25,5378.0,4847.0,4683.428571428572,10,6
2025-10-13,16.26,26.87,28.98,25.14,4376,302.76,5235.0,4478.0,4738.857142857143,10,0
2025-10-14,59.64,27.04,29.46,25.13,4098,301.94,4376.0,4429.0,4724.285714285715,10,1
2025-10-15,25.3,26.03,27.26,25.18,4442,302.2,4098.0,4216.0,4677.0,10,2
2025-10-16,26.97,26.54,28.84,24.8,4911,302.19,4442.0,4177.0,4709.285714285715,10,3
2025-10-17,17.72,26.54,28.28,25.37,5768,301.99,4911.0,5259.0,4814.142857142857,10,4
2025-10-18,9.8,26.07,27.55,24.79,6552,301.99,5768.0,5378.0,4886.857142857143,10,5
2025-10-19,34.69,25.79,27.5,24.57,5976,301.99,6552.0,5235.0,5054.571428571428,10,6
2025-10-20,120.48,25.27,25.97,24.74,4626,302.07,5976.0,4376.0,5160.428571428572,10,0
2025-10-21,22.23,25.28,26.02,24.86,5041,302.17,4626.0,4098.0,5196.142857142857,10,1
2025-10-22,26.0,26.14,27.63,24.83,5535,302.59,5041.0,4442.0,5330.857142857143,10,2
2025-10-23,26.32,26.3,27.57,25.28,5604,302.65,5535.0,4911.0,5487.0,10,3
2025-10-24,27.47,26.21,27.77,24.97,7145,303.0,5604.0,5768.0,5586.0,10,4
2025-10-25,20.95,26.13,27.87,24.82,5443,303.0,7145.0,6552.0,5782.714285714285,10,5
2025-10-26,6.99,26.53,28.17,25.17,5618,303.0,5443.0,5976.0,5624.285714285715,10,6
2025-10-27,4.71,26.2,27.35,25.1,4583,303.19,5618.0,4626.0,5573.142857142857,10,0
2025-10-28,3.28,26.87,28.46,25.81,5577,303.3,4583.0,5041.0,5567.0,10,1
2025-10-29,1.07,27.01,28.83,25.58,5028,305.03,5577.0,5535.0,5643.571428571428,10,2
2025-10-30,0.1,26.86,28.9,25.29,5216,303.64,5028.0,5604.0,5571.142857142857,10,3
2025-10-31,0.01,26.95,29.4,24.82,6915,303.88,5216.0,7145.0,5515.714285714285,10,4
2025-11-01,0.27,27.22,30.01,25.2,7412,303.88,6915.0,5443.0,5482.857142857143,11,5
2025-11-02,0.98,26.77,28.98,25.13,7205,303.88,7412.0,5618.0,5764.142857142857,11,6
2025-11-03,0.14,26.46,28.79,24.75,6173,303.93,7205.0,4583.0,5990.857142857143,11,0
2025-11-04,0.37,26.47,28.27,24.76,6330,305.54,6173.0,5577.0,6218.0,11,1
2025-11-05,3.74,26.42,28.21,24.92,5695,303.79,6330.0,5028.0,6325.571428571428,11,2
2025-11-06,9.99,26.57,28.53,25.28,7021,305.35,5695.0,5216.0,6420.857142857143,11,3
2025-11-07,7.98,26.38,27.83,25.35,7159,305.31,7021.0,6915.0,6678.714285714285,11,4
2025-11-08,9.05,26.3,28.15,24.75,7742,305.31,7159.0,7412.0,6713.571428571428,11,5
2025-11-09,1.62,26.14,28.71,23.85,7153,305.31,7742.0,7205.0,6760.714285714285,11,6
2025-11-10,6.65,26.1,28.2,24.58,7292,303.33,7153.0,6173.0,6753.285714285715,11,0
2025-11-11,8.7,26.33,28.52,24.66,7102,303.22,7292.0,6330.0,6913.142857142857,11,1
2025-11-12,8.18,26.7,29.27,24.4,5986,303.46,7102.0,5695.0,7023.428571428572,11,2
2025-11-13,8.67,26.91,30.24,23.88,6922,305.14,5986.0,7021.0,7065.0,11,3
2025-11-14,3.41,26.48,28.76,24.64,6510,304.96,6922.0,7159.0,7050.857142857143,11,4
2025-11-15,2.31,25.9,28.31,24.07,7463,304.96,6510.0,7742.0,6958.142857142857,11,5
2025-11-16,2.3,26.19,27.92,24.96,7558,304.96,7463.0,7153.0,6918.285714285715,11,6
2025-11-17,60.17,26.0,27.71,24.5,6757,305.35,7558.0,7292.0,6976.142857142857,11,0
2025-11-18,63.0,25.72,27.94,24.29,7245,308.01,6757.0,7102.0,6899.714285714285,11,1
2025-11-19,3.59,26.06,28.38,24.2,8058,308.42,7245.0,5986.0,6920.142857142857,11,2
2025-11-20,4.25,26.24,28.22,23.99,7562,308.65,8058.0,6922.0,7216.142857142857,11,3
2025-11-21,11.69,26.91,29.64,24.48,7764,308.8,7562.0,6510.0,7307.571428571428,11,4
2025-11-22,32.09,26.34,28.99,24.61,8530,308.8,7764.0,7463.0,7486.714285714285,11,5
2025-11-23,30.26,25.8,26.99,24.79,7653,308.8,8530.0,7558.0,7639.142857142857,11,6
2025-11-24,38.23,25.64,26.73,24.84,6856,306.78,7653.0,6757.0,7652.714285714285,11,0
2025-11-25,14.11,25.29,26.27,24.54,6512,308.84,6856.0,7245.0,7666.857142857143,11,1
2025-11-26,76.73,25.33,26.6,24.2,6272,307.12,6512.0,8058.0,7562.142857142857,11,2
2025-11-27,114.82,25.53,26.59,24.79,7425,308.32,6272.0,7562.0,7307.0,11,3
2025-11-28,94.78,24.37,24.96,23.91,6410,308.69,7425.0,7764.0,7287.428571428572,11,4
2025-11-29,8.63,24.42,25.0,24.0,6793,308.69,6410.0,8530.0,7094.0,11,5
2025-11-30,0.43,25.21,27.55,23.18,8346,308.69,6793.0,7653.0,6845.857142857143,11,6
2025-12-01,0.32,25.72,27.78,23.73,6328,307.08,8346.0,6856.0,6944.857142857143,12,0
2025-12-02,0.02,25.62,27.98,23.68,8178,308.9,6328.0,6512.0,6869.428571428572,12,1
2025-12-03,0.32,26.53,29.23,24.17,5221,309.47,8178.0,6272.0,7107.428571428572,12,2
2025-12-04,6.65,26.64,29.6,23.88,5319,309.28,5221.0,7425.0,6957.285714285715,12,3
2025-12-05,18.67,26.07,28.36,24.09,5927,308.98,5319.0,6410.0,6656.428571428572,12,4
2025-12-06,5.35,26.28,29.39,23.3,6026,308.98,5927.0,6793.0,6587.428571428572,12,5
2025-12-07,11.98,26.16,28.84,23.94,6977,308.98,6026.0,8346.0,6477.857142857143,12,6
2025-12-08,2.68,25.7,28.72,23.15,6245,307.54,6977.0,6328.0,6282.285714285715,12,0
2025-12-09,5.11,25.66,27.98,23.65,6768,309.28,6245.0,8178.0,6270.428571428572,12,1
2025-12-10,3.08,25.56,28.2,23.33,6271,309.53,6768.0,5221.0,6069.0,12,2
2025-12-11,8.06,25.87,28.48,23.85,6763,309.17,6271.0,5319.0,6219.0,12,3
2025-12-12,14.17,25.84,28.36,23.69,7610,309.16,6763.0,5927.0,6425.285714285715,12,4
2025-12-13,3.76,25.3,28.36,23.02,7461,309.16,7610.0,6026.0,6665.714285714285,12,5
2025-12-14,1.22,25.0,28.27,22.49,7936,309.16,7461.0,6977.0,6870.714285714285,12,6
2025-12-15,0.56,25.09,28.42,22.07,7305,309.4,7936.0,6245.0,7007.714285714285,12,0
2025-12-16,2.79,26.28,29.48,23.68,7720,309.54,7305.0,6768.0,7159.142857142857,12,1
2025-12-17,10.64,25.98,28.91,23.53,7561,310.1,7720.0,6271.0,7295.142857142857,12,2
2025-12-18,18.3,25.81,28.92,23.45,9142,309.79,7561.0,6763.0,7479.428571428572,12,3
2025-12-19,5.93,24.82,28.01,22.71,9525,310.02,9142.0,7610.0,7819.285714285715,12,4
2025-12-20,4.38,24.36,27.23,21.83,10081,310.02,9525.0,7461.0,8092.857142857143,12,5
2025-12-21,4.78,24.93,28.81,21.8,10245,310.02,10081.0,7936.0,8467.142857142857,12,6
2025-12-22,0.24,24.99,28.42,22.22,10636,310.28,10245.0,7305.0,8797.0,12,0
2025-12-23,0.69,25.13,28.95,22.03,10281,309.65,10636.0,7720.0,9272.857142857143,12,1
2025-12-24,1.42,24.45,26.8,22.26,9215,310.15,10281.0,7561.0,9638.714285714286,12,2
2025-12-25,1.0,24.66,28.22,21.8,11111,310.15,9215.0,9142.0,9875.0,12,3
2025-12-26,0.08,24.78,28.59,21.47,11756,310.16,11111.0,9525.0,10156.285714285714,12,4
2025-12-27,0.35,25.02,28.73,21.87,12397,310.16,11756.0,10081.0,10475.0,12,5
2025-12-28,2.91,25.28,28.81,21.82,11203,310.16,12397.0,10245.0,10805.857142857143,12,6
2025-12-29,1.57,25.83,29.04,23.1,10177,310.12,11203.0,10636.0,10942.714285714286,12,0
2025-12-30,0.29,25.57,28.17,22.79,10425,310.33,10177.0,10281.0,10877.142857142857,12,1
2025-12-31,5.89,25.43,27.1,23.89,7118,310.37,10425.0,9215.0,10897.714285714286,12,2
